Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
mlp_nogarch_8_5,-1.1742682738464048,0.1296,-799.6253642795709,0.0644,Weak model,False,,8,5
mlp_nogarch_5_20,-0.9900648541188686,0.2023,403.396880762503,0.4133,Weak model,False,,5,20
rf_75_50_50,-0.20488086117369664,0.8137,111.95027838461075,0.5075,Weak model,True,75,50,50
mlp_90_8_50,-0.8698594149662612,0.2798,-49.47640467082519,0.9091,Weak model,True,90,8,50
mlp_90_3_50,-0.7812379423266193,0.3256,847.2699718207808,0.0806,Weak model,True,90,3,50
mlp_90_5_5,-1.2302076889189664,0.1056,-75.82357932411729,0.8516,Weak model,True,90,5,5
mlp_90_5_10,-1.0695727157677335,0.1638,223.0928266223276,0.602,Weak model,True,90,5,10
mlp_90_5_20,-0.9674818235000829,0.2126,407.9812558084916,0.356,Weak model,True,90,5,20
mlp_90_5_50,-0.9816153089455882,0.2184,504.2897803555915,0.2483,Weak model,True,90,5,50
mlp_90_8_5,-1.0567815629341784,0.1695,-502.40096770641605,0.2008,Weak model,True,90,8,5
mlp_90_8_10,-0.9431877782177559,0.2231,-287.8187010395609,0.4889,Weak model,True,90,8,10
mlp_90_8_20,-0.8554972004891377,0.2697,-164.11618618776532,0.7079,Weak model,True,90,8,20
mlp_90_50_5,-0.9595980223254226,0.2164,-759.0193280545808,0.0614,Weak model,True,90,50,5
mlp_nogarch_5_10,-0.9893172206620315,0.2002,150.6766475208524,0.7646,Weak model,False,,5,10
mlp_90_50_10,-0.8659747180677906,0.2663,-581.7291906013329,0.1707,Weak model,True,90,50,10
mlp_90_50_20,-0.7783007797261451,0.3219,-486.0808265756792,0.2777,Weak model,True,90,50,20
mlp_90_50_50,-0.7925206508051914,0.3253,-361.328539864263,0.4077,Weak model,True,90,50,50
mlp_nogarch_3_5,-1.1191715647608313,0.1395,163.22057923928008,0.7237,Weak model,False,,3,5
mlp_nogarch_3_10,-0.8249173113230742,0.2792,600.9667920712278,0.2602,Weak model,False,,3,10
mlp_nogarch_3_20,-0.8205562279245976,0.282,770.1397611018702,0.1481,Weak model,False,,3,20
mlp_nogarch_3_50,-0.8205562279245976,0.282,770.1397611018702,0.1481,Weak model,False,,3,50
mlp_nogarch_5_5,-1.2744829003929101,0.0951,-275.25733870579637,0.5214,Weak model,False,,5,5
rf_75_50_20,0.04734366642325616,0.9573,-218.439504647214,0.3823,Weak model,True,75,50,20
rf_90_8_5,-0.9601314579736737,0.2352,311.82940975571375,0.2887,Weak model,True,90,8,5
xgb_nogarch_50_50,-0.4670973230149782,0.5774,447.0726948337175,0.296,Weak model,False,,50,50
