Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
mlp_pca_sig_50_8_5,-0.43976330276270914,0.5828,69.20919395730118,0.8597,Weak model,True,50,8,5
mlp_pca_sig_nogarch_5_20,-0.1904373472575177,0.8229,927.4720499644823,0.0772,Weak model,False,,5,20
mlp_pca_sig_nogarch_5_50,-0.1904373472575177,0.8229,927.4720499644823,0.0772,Weak model,False,,5,50
mlp_pca_sig_nogarch_8_5,-0.3374539604529976,0.6938,-42.88515968160755,0.9328,Weak model,False,,8,5
mlp_pca_sig_nogarch_8_10,-0.2593267715277191,0.7634,428.18291959313217,0.3949,Weak model,False,,8,10
mlp_pca_sig_nogarch_8_20,-0.17393963659220624,0.8405,540.037238015011,0.3041,Weak model,False,,8,20
mlp_pca_sig_nogarch_8_50,-0.17393963659220624,0.8405,540.037238015011,0.3041,Weak model,False,,8,50
mlp_pca_sig_nogarch_50_5,-0.27821947902100563,0.7467,-426.0622253888431,0.4221,Weak model,False,,50,5
mlp_pca_sig_nogarch_50_10,-0.20011236042970615,0.8188,69.17407080615311,0.8982,Weak model,False,,50,10
mlp_pca_sig_nogarch_50_20,-0.11484109358579475,0.8931,176.69742494653156,0.7475,Weak model,False,,50,20
mlp_pca_sig_90_5_10,-0.39773274836526773,0.6436,857.9336940483257,0.0534,Weak model,True,90,5,10
mlp_pca_sig_90_5_5,-0.3823611443979701,0.6444,426.4696185421848,0.344,Weak model,True,90,5,5
mlp_pca_sig_90_3_5,-0.28650966248481846,0.7305,823.1141957008508,0.0969,Weak model,True,90,3,5
mlp_pca_sig_75_50_50,-0.2233558689535049,0.7964,247.21679859134622,0.5842,Weak model,True,75,50,50
mlp_pca_sig_50_8_10,-0.38070734879973733,0.6433,322.55347840899094,0.4023,Weak model,True,50,8,10
mlp_pca_sig_50_8_20,-0.2953546703430806,0.7179,439.60442462827876,0.2799,Weak model,True,50,8,20
mlp_pca_sig_50_8_50,-0.3501389890290748,0.68,377.0811480275571,0.3255,Weak model,True,50,8,50
mlp_pca_sig_50_50_5,-0.16129256678556136,0.8477,-374.1056911855541,0.3834,Weak model,True,50,50,5
mlp_pca_sig_50_50_10,-0.10228641679170003,0.9087,-98.74840184649344,0.8188,Weak model,True,50,50,10
mlp_pca_sig_50_50_20,-0.01703003845992135,0.9836,11.274959753195787,0.9793,Weak model,True,50,50,20
mlp_pca_sig_50_50_50,-0.07190504817469878,0.934,-32.48001582843631,0.9407,Weak model,True,50,50,50
mlp_pca_sig_75_3_5,-0.260314687693063,0.751,672.0125386010611,0.1839,Weak model,True,75,3,5
mlp_pca_sig_75_5_5,-0.34884308588760005,0.6718,161.553555510231,0.7257,Weak model,True,75,5,5
mlp_pca_sig_75_5_10,-0.34023743876863877,0.6889,572.3814503442723,0.2048,Weak model,True,75,5,10
mlp_pca_sig_75_5_20,-0.25473227515528674,0.7661,718.6234865103432,0.1336,Weak model,True,75,5,20
mlp_pca_sig_75_5_50,-0.33724451549480994,0.6943,861.9622659672432,0.0558,Weak model,True,75,5,50
mlp_pca_sig_75_8_5,-0.2967874579400588,0.7187,-197.95514896778374,0.6705,Weak model,True,75,8,5
mlp_pca_sig_75_8_10,-0.2880000372764745,0.7337,213.7010934591322,0.6326,Weak model,True,75,8,10
mlp_pca_sig_75_8_20,-0.20284499329477623,0.8111,329.6782770567627,0.4807,Weak model,True,75,8,20
mlp_pca_sig_75_8_50,-0.2851394387568319,0.7383,511.9861546513331,0.2405,Weak model,True,75,8,50
mlp_pca_sig_75_50_5,-0.23478419171382814,0.776,-503.71355738528774,0.2946,Weak model,True,75,50,5
mlp_pca_sig_75_50_10,-0.2261632078721897,0.7885,-69.44792881246022,0.8833,Weak model,True,75,50,10
mlp_pca_sig_75_50_20,-0.14101802157922794,0.8652,42.31575284643168,0.9312,Weak model,True,75,50,20
xgb_sig_fs_50_8_5,-0.08273907173457273,0.9182,-67.75339914872686,0.8361,Weak model,True,50,8,5
xgb_sig_fs_50_5_5,-0.5798648073425616,0.4706,370.8503027553866,0.2391,Weak model,True,50,5,5
xgb_sig_fs_50_3_5,-0.4888556464087299,0.5473,517.321754145161,0.124,Weak model,True,50,3,5
xgb_sig_nogarch_50_50,0.2385870775604827,0.7929,471.6920195445066,0.3359,Weak model,False,,50,50
xgb_sig_nogarch_5_5,-0.2658741864908968,0.7619,-92.08552870027088,0.8439,Weak model,False,,5,5
xgb_sig_nogarch_5_10,-0.12212133787264712,0.8933,829.4414010740711,0.1011,Weak model,False,,5,10
xgb_sig_nogarch_5_20,0.2693770576638944,0.7637,1144.0832829183448,0.0643,Weak model,False,,5,20
xgb_sig_nogarch_8_5,-0.24525428190264376,0.7819,-171.18770437529145,0.6934,Weak model,False,,8,5
xgb_sig_nogarch_8_10,-0.12947982073449382,0.882,642.0205097382211,0.1597,Weak model,False,,8,10
xgb_sig_nogarch_8_20,0.24558030969046274,0.7851,859.7175865092424,0.1175,Weak model,False,,8,20
xgb_sig_nogarch_50_5,-0.026396793313239852,0.9755,-719.8396082085721,0.1215,Weak model,False,,50,5
xgb_sig_nogarch_50_10,0.030477987952349572,0.9721,152.05962203374602,0.7451,Weak model,False,,50,10
xgb_sig_nogarch_50_20,0.3480479855171138,0.6967,257.6156399280003,0.6373,Weak model,False,,50,20
mlp_sig_50_5_5,-0.44676132702897375,0.5916,666.989051551562,0.1348,Weak model,True,50,5,5
mlp_sig_75_8_20,-0.27089955298988566,0.7593,831.5234907560955,0.0722,Weak model,True,75,8,20
mlp_sig_50_8_5,-0.2640139738445014,0.7568,413.48135017686286,0.3301,Weak model,True,50,8,5
mlp_sig_50_50_5,0.06750208195261542,0.9383,-230.23966640942166,0.6485,Weak model,True,50,50,5
mlp_sig_50_50_10,-0.030170976541627592,0.9718,329.5477251954442,0.4597,Weak model,True,50,50,10
