Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
rf_90_3_20,-0.06647434868201241,0.8546,30.280906183288497,0.2685,Weak model,True,90,3,20
rf_90_3_10,-0.21283564244559883,0.5508,45.95530290615684,0.1566,Weak model,True,90,3,10
rf_90_3_5,-0.22692406682485045,0.5173,27.905879094326522,0.385,Weak model,True,90,3,5
rf_75_50_50,-0.004068703719927402,0.9918,-5.537411891588107,0.6723,Weak model,True,75,50,50
rf_75_50_20,-0.02223141119524419,0.9563,-15.283791183129534,0.2996,Weak model,True,75,50,20
rf_75_50_10,-0.024851775252893282,0.9557,-29.06965884640798,0.0732,Weak model,True,75,50,10
rf_75_8_50,0.0011762583311569763,0.9973,1.046095678429639,0.9451,Weak model,True,75,8,50
rf_75_8_20,0.03835233935169591,0.922,-5.339407024764903,0.7897,Weak model,True,75,8,20
rf_75_8_10,-0.02915712523448455,0.9366,-25.23886153538758,0.2957,Weak model,True,75,8,10
rf_75_8_5,-0.2105791154477149,0.5709,-18.71370060821195,0.4563,Weak model,True,75,8,5
rf_75_5_50,-0.05116463737348642,0.8973,11.206650867753654,0.4953,Weak model,True,75,5,50
rf_75_5_20,-0.0834438559502102,0.8345,7.3600694331753935,0.6645,Weak model,True,75,5,20
rf_75_5_10,-0.18866712347198655,0.6002,-2.0592905623121176,0.9328,Weak model,True,75,5,10
rf_75_5_5,-0.1997887630016114,0.5709,-4.765059605566314,0.8596,Weak model,True,75,5,5
rf_75_3_50,-0.06240753753691852,0.8775,29.7324416146666,0.0927,Weak model,True,75,3,50
rf_75_3_20,-0.09477879670979605,0.8094,25.924388944382248,0.1617,Weak model,True,75,3,20
rf_75_3_10,-0.05589902254939649,0.8701,29.267953352660196,0.3145,Weak model,True,75,3,10
rf_50_50_50,0.031164017950081613,0.9379,2.8566133638520226,0.7953,Weak model,True,50,50,50
mlp_75_8_10,-0.3832941377633986,0.2835,-44.235871450360705,0.3638,Weak model,True,75,8,10
rf_50_50_10,-0.13631661852713262,0.7291,-11.160528750656507,0.3499,Weak model,True,50,50,10
rf_50_8_50,0.030483391134946802,0.9403,17.728397865329526,0.1932,Weak model,True,50,8,50
rf_50_8_20,0.030426432915291235,0.9398,-15.049807931171905,0.3761,Weak model,True,50,8,20
rf_90_5_10,-0.22354022008044183,0.536,4.427611573437373,0.8862,Weak model,True,90,5,10
rf_nofs_50_5_10,-0.2303394914250081,0.5105,22.02999865961303,0.3986,Weak model,True,50,5,10
rf_90_5_20,-0.0870314581427667,0.8146,-4.714048087411232,0.8538,Weak model,True,90,5,20
rf_nogarch_5_5,-0.14056874055012958,0.7088,-41.61899288053451,0.2475,Weak model,False,,5,5
xgb_50_3_5,-0.3306799045057962,0.3344,32.8238980914726,0.3632,Weak model,True,50,3,5
rf_nogarch_50_50,-0.08782814612149814,0.8127,-9.731394594634448,0.7018,Weak model,False,,50,50
rf_nogarch_50_20,-0.08782814612149814,0.8127,-9.731394594634448,0.7018,Weak model,False,,50,20
rf_nogarch_50_10,-0.07724469095866959,0.8322,-52.61317046883593,0.0593,Weak model,False,,50,10
rf_nogarch_8_50,-0.1397904068379383,0.7121,10.80677578807654,0.6883,Weak model,False,,8,50
rf_nogarch_8_20,-0.14106402878796298,0.7093,2.2195514838461605,0.9343,Weak model,False,,8,20
rf_nogarch_8_10,-0.12247754627498364,0.7458,-41.14204024539866,0.18,Weak model,False,,8,10
rf_nogarch_8_5,-0.24737464595707648,0.5139,-52.338782076553436,0.1066,Weak model,False,,8,5
rf_nogarch_5_50,-0.06676733535427326,0.8541,12.603091291674495,0.6705,Weak model,False,,5,50
rf_nogarch_5_20,-0.06806417500717188,0.8506,3.351104314650314,0.9109,Weak model,False,,5,20
rf_nogarch_5_10,-0.11920828348205403,0.7491,-36.13203808289033,0.2872,Weak model,False,,5,10
rf_nogarch_3_50,-0.05586015785411336,0.879,57.485979171293806,0.0675,Weak model,False,,3,50
rf_nofs_50_5_5,-0.38045872255096513,0.2736,26.66303528733296,0.2866,Weak model,True,50,5,5
rf_nogarch_3_20,-0.05713116243344074,0.8762,47.99381593496988,0.133,Weak model,False,,3,20
rf_nogarch_3_10,-0.13697044393774116,0.7125,46.29378116007986,0.2009,Weak model,False,,3,10
rf_nogarch_3_5,-0.27828481222259116,0.4457,60.70699093096873,0.0858,Weak model,False,,3,5
rf_90_50_50,-0.0698788145976903,0.8526,-11.017577754320627,0.5977,Weak model,True,90,50,50
rf_90_50_20,-0.07240129808863927,0.8484,-13.89895044061776,0.5303,Weak model,True,90,50,20
rf_90_50_10,-0.020221305273456003,0.9579,-43.87479873287738,0.0671,Weak model,True,90,50,10
rf_90_8_50,-0.11869232032629928,0.7551,7.708509166548774,0.7429,Weak model,True,90,8,50
rf_90_8_20,-0.10674263273251727,0.7802,-3.303645368192406,0.8928,Weak model,True,90,8,20
rf_90_8_10,-0.09207577617764484,0.8081,-20.196008739462627,0.4656,Weak model,True,90,8,10
rf_90_8_5,-0.22777456516467454,0.5369,-47.85947322568735,0.0961,Weak model,True,90,8,5
rf_90_5_50,-0.09896645591545072,0.7901,6.587534290864738,0.7914,Weak model,True,90,5,50
rf_50_8_10,-0.04564501192944781,0.9042,-22.515937416085194,0.2812,Weak model,True,50,8,10
rf_50_50_20,-0.06258563749638224,0.88,-11.225761942528326,0.3671,Weak model,True,50,50,20
rf_50_5_50,-0.08188785859889802,0.8343,20.30094319119907,0.1586,Weak model,True,50,5,50
mlp_nogarch_3_50,-0.6249963237567319,0.0735,42.24643698177846,0.4118,Weak model,False,,3,50
rf_50_5_20,-0.17550264858638498,0.6378,7.676510990386852,0.6104,Weak model,True,50,5,20
mlp_nogarch_3_10,-0.6249963237567319,0.0735,42.24643698177846,0.4118,Weak model,False,,3,10
mlp_nogarch_3_5,-0.6389156166973617,0.0682,37.07296367923466,0.4765,Weak model,False,,3,5
mlp_90_50_50,-0.47217788061996024,0.192,-33.319660537249035,0.5085,Weak model,True,90,50,50
mlp_90_50_20,-0.47217788061996024,0.192,-33.319660537249035,0.5085,Weak model,True,90,50,20
mlp_90_50_10,-0.45590322558421137,0.2018,-37.27259412769779,0.4647,Weak model,True,90,50,10
mlp_90_50_5,-0.5618172199924466,0.1089,-66.3537447003192,0.1889,Weak model,True,90,50,5
mlp_90_8_50,-0.47217788061996024,0.192,-33.319660537249035,0.5085,Weak model,True,90,8,50
mlp_90_8_20,-0.47217788061996024,0.192,-33.319660537249035,0.5085,Weak model,True,90,8,20
mlp_90_8_10,-0.45590322558421137,0.2018,-37.27259412769779,0.4647,Weak model,True,90,8,10
mlp_90_8_5,-0.5618172199924466,0.1089,-66.3537447003192,0.1889,Weak model,True,90,8,5
mlp_90_5_50,-0.4622749849920703,0.1996,-33.91332279922631,0.5009,Weak model,True,90,5,50
mlp_90_5_20,-0.4622749849920703,0.1996,-33.91332279922631,0.5009,Weak model,True,90,5,20
mlp_90_5_10,-0.4460344595652833,0.2108,-37.89861546371145,0.461,Weak model,True,90,5,10
mlp_90_5_5,-0.5521968013581047,0.115,-67.27600267858702,0.184,Weak model,True,90,5,5
mlp_90_3_50,-0.5378097192913338,0.129,30.893143441242746,0.5418,Weak model,True,90,3,50
